|hotel_name|hotel_loc|hotel_desc|hotel_url
417|H10 Urquinaona Plaza|Plaça Urquinaona, 2, Eixample, 08010 Barcelona, Spain|"A 5-minute walk from Plaza de Catalunya and Las Ramblas, H10 Urquinaona Plaza features a roof terrace with a small seasonal pool. It is set next to Urquinaona Metro Station.
H10 Urquinaona Plaza is set in a restored 19th-century building and features smart, contemporary décor. The chic rooms have minimalist design, free Wi-Fi, a Nespresso coffee maker, air conditioning and a flat-screen TV.
This H10 also features a restaurant, a bar and a lounge with a library. You can enjoy great city views from the roof terrace.
The Palau de la Música Catalana is a short walk away and the charming Born district is within 1 km of the hotel. The airport bus stop and Catalunya Metro and Railway Station are less than 5 minutes’ walk away."|https://www.booking.com/hotel/es/h10-urquinaona-plaza.en-gb.html
418|ABaC Restaurant Hotel Barcelona GL Monumento|Avenida Tibidabo, 1, Sarrià-St. Gervasi, 08022 Barcelona, Spain|"ABaC Restaurant Hotel Barcelona GL Monumento features a Michelin-star restaurant, a spa, and stylish rooms with Samsung 4K Smart TVs, free high-speed WiFi, hydromassage baths and rainfall showers.
It is set in the upmarket residential area of Sarriá-Sant Gervasi, and just 100 m from Avinguda Tibidabo FGC Station, which connects guests to Plaza de Catalunya in 10 minutes.
The hotel has a 3-Michelin star restaurant, ABaC Restaurant, run by renowned chef Jordi Cruz. There is also a Lounge Bar and 24-hour room service is available.
All modern, soundproofed rooms feature a Nespresso coffee machine and their bathrooms have bathrobes, slippers and free toiletries. Rooms also have remote-control lights, heating and blinds.
This boutique hotel has a garden and a spa with Cleopatra Stone Heated Lounge Chairs, hammam and a pool with water jets. There are 2 treatment cabins, 1 of which with tatami.
Staff can arrange limousines and other luxury vehicles, as well as transfer services."|https://www.booking.com/hotel/es/abac-barcelona.en-gb.html
419|Melia Barcelona Sarriá|Avenida Sarriá, 50, Les Corts, 08029 Barcelona, Spain|"You're eligible for a Genius discount at Melia Barcelona Sarriá! To save at this property, all you have to do is sign in.
Meliá Barcelona Sarriá features a spa, a 24-hour gym and a restaurant. Gaudi’s major works, such as La Pedrera and Casa Battló are 2 km away. There is free WiFi available throughout.
The Melia Barcelona Sarriá’s rooms feature chic, contemporary décor with 42-inch TVs and bathrooms with marble finishing and baths or showers.
All Level Lounge Rooms offer superior services including exclusive private areas, a private reception area with personalized attention and free access to the on-site YHI spa.
A welcoming international buffet breakfast, including gluten-free products and options and special dietary options, is served every morning. The Nonna Maria restaurant serves mediterranean and international cuisine.
The city’s upmarket Avenida Diagonal shopping avenue is just 1 block away; while Barcelona Camp Nou is within 10 minutes by car. Francesc Macià square is just 200 m from the hotel and you can walk to the elegant Passeig de Gracia Boulevard in about 20 minutes."|https://www.booking.com/hotel/es/meliabarc.en-gb.html
420|Sansi Pedralbes|Avenida Pearson, 1-3, Les Corts, 08034 Barcelona, Spain|"A spa, peaceful gardens and stylish rooms with free Wi-Fi and a plasma-screen TV are offered at Sansi Pedralbes. It is just 250 m from Pedralbes Monastery and 700 m from UPC University.
Decorated in soft blues and browns, this design hotel’s air-conditioned rooms come with a minibar and safe. Bathrooms include toiletries.
Buses to central Barcelona stop within 100 m of the hotel, and city tour buses stop at Pedralbes. Reina Elisenda Station is 800 m away and Barcelona Airport is a 15-minute drive away.
There are various popular bars and cafés in Sarrià, a 15-minute walk from the hotel. You can also enjoy a varied breakfast and Catalan cuisine in the Sansi’s elegant restaurant.
A heated indoor pool, saunas and aromatherapy showers are offered in the hotel’s spa, available at an extra cost. Massages can be arranged on request."|https://www.booking.com/hotel/es/sansipedralbes.en-gb.html
421|Hostal Paraiso|Ronda de San Pablo 55-57 Ppal1, 08015 Barcelona, Spain|"You're eligible for a Genius discount at Hostal Paraiso! To save at this property, all you have to do is sign in.
Hostal Paraiso is in central Barcelona, 100 m from Sant Antoni Metro Station. Rooms have free WiFi, and some have private bathrooms, a plasma TV and balcony.
Hostal Paraiso is located in the lively neighborhood of Ciutat Vella. Guests will find a variety of shops, museums and places to eat and drink.
Paraiso’s large common room includes satellite TV, including many international channels. There is also a DVD player and internet corner. Paraiso also has a large roof terrace with tables.
Parallel Metro Station is 250 metros from the property and a 10-minute walk will take you to Barcelona Museum of Contemporary Art."|https://www.booking.com/hotel/es/hostal-paraiso-barcelona.en-gb.html
422|Hostal Martinval|Bruc, 117, Principal, Eixample, 08009 Barcelona, Spain|"Set 5 minutes’ walk from the avenues of Diagonal and Passeig de Gracia, this guest house is located in the central Eixample neighbourhood of Barcelona. Verdaguer metro station is 350 m away.
Hostal Martinval offers both apartments or modern rooms, most of which have a private bathroom. All rooms have a flat-screen TV and free Wi-Fi, while some of them have a balcony.
The Martinval also features a luggage storage. There is a wide offer of restaurants and bars in the surrounding area.
This accommodation is well connected to public transport and within walking distance from Barcelona’s most important buildings. La Pedrera and Casa Batlló are 10 minutes’ walk, and Sagrada Familia Temple is about the same distance."|https://www.booking.com/hotel/es/hostal-martinval.en-gb.html
423|Hotel Balmes|Mallorca, 216, Eixample, 08008 Barcelona, Spain|"You're eligible for a Genius discount at Hotel Balmes! To save at this property, all you have to do is sign in.
Balmes is located in central Barcelona, 5 minutes’ walk from the famous Passeig de Gràcia Boulevard. It offers a swimming pool, a gym/fitness center and modern rooms with satellite TV.
The air-conditioned rooms at Hotel Balmes feature parquet floors and smart, simple décor. They all come with a private bathroom, a flat-screen TV and free Wi-Fi.
The hotel’s restaurant serves typical Catalan food using fresh market produce. B Bar, like the rest of the hotel, is decorated with works of African art.
Staff at the hotel’s 24-hour reception can help booking tickets for guided tours, live shows and other events. There is a computer in the lobby which guests can use for free.
Gaudí’s Casa Batlló and La Pedrera are both under 10 minutes’ walk from the hotel. You can walk to Las Ramblas and Barcelona’s charming Gothic Quarter in around 15 minutes."|https://www.booking.com/hotel/es/balmesderby.en-gb.html
424|Hostal Girona|Girona, 24 1º-1ª, Eixample, 08010 Barcelona, Spain|"You're eligible for a Genius discount at Hostal Girona! To save at this property, all you have to do is sign in.
Hostal Girona is located in the historic heart of Barcelona, a 10-minute walk from Passeig de Gràcia and Plaça Catalunya. It offers free Wi-Fi.
Hostal Girona is a small and modern guest house with a lift. All rooms are air conditioned and have a TV. Some rooms are en suite and others have a shared bathroom.
Gaudí’s Casa Batlló and La Pedrera are within walking distance. Private parking is possible nearby, at a daily cost.
The guest house occupies a historic, 19th-century building. The building was part of the Quadrat d’Or. This block was designed by the father of the Eixample neighbourhood, Ildefons Cerdà."|https://www.booking.com/hotel/es/hostal-girona.en-gb.html
425|Dream Cube Hostel|Avinguda de Sarrià, 67, Les Corts, 08029 Barcelona, Spain|"You're eligible for a Genius discount at Dream Cube Hostel! To save at this property, all you have to do is sign in.
Situated in the Eixample District, a 25-minute metro ride from central Barcelona, Dream Cube Hostel offers accommodation with air conditioning, heating, and free WiFi.
This charming hostel features modern design in pastel tones. It offers a computer room, shared kitchen, and a lounge with a flat-screen TV. Laundry service is available for a surcharge.
You can rent a bed in a mixed or a female dormitory with access to a shared bathroom. Bed linen is provided.
There are a number of shops, supermarkets, and restaurants within 50 m of the hostel. Sants Estación Train Station, where you can catch a train to El Prat Airport, is 20 minutes away on foot.
Hospital Clinic Metro Station is a 15-minute walk away. Barcelona Beach is 40 minutes away by metro and a 30-minute ride takes to Sagrada Familia Cathedral."|https://www.booking.com/hotel/es/dream-cube-hostel.en-gb.html
426|Barcelona Rooms 294|Roger de Flor, 294, 1:2 (PRIMERA B), Gràcia, 08025 Barcelona, Spain|"This Guest House is located 750 m from the Sagrada Familia Basilica. Barcelona Rooms 294 offers simple, air-conditioned rooms with free WiFi, safe and kettle.
All rooms have a microwave, fridge, and a private bathroom with free toiletries. Guest can also enjoy free tea and coffee, and can make use of a portable induction stove and kitchenware. Some rooms have balcony.
You can find a wide range of restaurants and lively bars within a 5-minute walk, in the popular Gracia district.
Sightseeing buses stop within 200 m of Barcelona Rooms 294, while Joanic and Verdaguer Metro Stations are 300 and 500 m away respectively. The historic city centre is under 5 minutes away by Metro."|https://www.booking.com/hotel/es/barcelona-rooms-yacht-barcelona-rooms-294.en-gb.html
427|Gaudi Hotel|Nou de la Rambla, 12, Ciutat Vella, 08001 Barcelona, Spain|"You're eligible for a Genius discount at Gaudi Hotel! To save at this property, all you have to do is sign in.
This property is 17 minutes walk from the beach. Located just 50 m from the famous Las Ramblas in Barcelona, Gaudi Hotel features a shared terrace with views of the Palau Güell and the city. Free WiFi is available.
The hotel is 300 m from Liceu Metro Station. You can visit many of the city’s attractions on foot. The Boqueria Market is 450 m from the hotel. The Port and Maremagnum Shopping Centre are a 10-minute walk away.
All air-conditioned rooms at the Gaudi Hotel have a private bathroom and a TV. Some have a private balcony and safe. Rooms are modern, with wooden floors, and some offer excellent views of the city or Palau Güell.
A continental breakfast is served in the Gaudi’s restaurant. There is a bar and a snack bar.
There is a 24-hour front desk, and a laundry and ironing service are available. Guests also have free use of the hotel's 2 computers with internet access."|https://www.booking.com/hotel/es/gaudi-barcelona.en-gb.html
428|Hotel Transit|Rector Triado, 82, Sants-Montjuïc, 08014 Barcelona, Spain|"You're eligible for a Genius discount at Hotel Transit! To save at this property, all you have to do is sign in.
Hotel Transit is just 3 minutes’ walk from Barcelona Sants, the city’s main AVE Train Station. Free WiFi is offered throughout the property.
Rooms feature a flat-screen satellite TV, central heating and central air conditioning. Some rooms overlook an interior patio. The private bathroom comes with free toiletries, shower, and hairdryer.
There are vending machines on-site for coffee, drinks and snacks. Several bars and restaurants can be found a short walk from the Transit Hotel.
You can reach Plaza Catalunya and La Rambla in 10 minutes by bus or Metro, and Sants Estació Metro Station is 250 m away. Plaza Espanya and the Magic Fountain are 10 minutes’ walk from the hotel."|https://www.booking.com/hotel/es/transit.en-gb.html
429|Sant Jordi Hostels Sagrada Familia|Freser, 5, Sant Martí, 08026 Barcelona, Spain|"You're eligible for a Genius discount at Sant Jordi Hostels Sagrada Familia! To save at this property, all you have to do is sign in.
Sant Jordi Hostels Sagrada Familia is located just moments from Gaudi’s Sagrada Familia Church. It offers dorm rooms, private rooms and apartment-style accommodation. Free WiFi access in available most areas.
Featuring skateboard-themed décor and an indoor mini-ramp, the hostel offers a shared guest kitchen and lounge, as well as a stylish lobby with computer facilities.
All dormitory rooms and triple rooms are located in the hostel area, and have heating, air-conditioning and individual lockers and shelves with a reading light and plug.
All private double and single rooms are located upstairs from the hostel in the apartment-style area, and include heating and fans. Guests in this area have use of a shared kitchen and living room.
Sant Jordi Hostel is less than 5 minutes’ walk from Sant Pau Metro Station, giving easy access to all parts of the city."|https://www.booking.com/hotel/es/sant-jordi-sagrada-familia.en-gb.html
430|Mandarin Oriental, Barcelona|Passeig de Gràcia, 38 - 40, Eixample, 08007 Barcelona, Spain|"Set on Barcelona’s fashionable Passeig de Gràcia, the luxurious Mandarin Oriental, Barcelona is within 5 minutes’ walk of Gaudi’s Casa Batlló and La Pedrera. Plaça Catalunya is just a 10-minute walk away. The hotel features a spa, rooftop pool, indoor pool, fitness centre, wonderful city views, and 24-hour room service.
The spacious rooms feature bright, minimalist design. They include a home theatre, a seating area, large flat-screen TV, CD and DVD player. Bathrooms have large bathtubs or showers, and include Acqua di Parma free toiletries, a bathrobe and slippers.
The hotel's head chef is the world-famous Carme Ruscalleda, the only woman that holds 7 Michelin stars. You will find Moments restaurant, which offers innovative Catalan cuisine, and Blanc restaurant, which provides an all-day dining experience.
Additionally, you can dine al fresco in the Mimosa garden, and discover Terrat, the rooftop terrace, where guests can enjoy cocktails and Peruvian food. Banker's bar is also serves cocktails and tapas.
Mandarin Oriental spa offers a wide range of treatments. Spa access is free and includes the indoor pool, hot tub, Hammam and 24-hour gym. The spa also features suites for couples. Headphones, towels and chilled drinks are provided for the gym.
There is a 24-hour front desk, and you can hire a car from the tour desk. Parking is available nearby for an extra charge."|https://www.booking.com/hotel/es/mandarin-oriental-barcelona.en-gb.html
431|Hotel Balmoral|Via Augusta, 5, 08006 Barcelona, Spain|"Hotel Balmoral is within 5 minutes' walk of Barcelona’s Diagonal Metro Station and Passeig de Gràcia boulevard. This boutique hotel offers free access to its spa and free Wi-Fi.
Each modern, air-conditioned room at the Balmoral Hotel Barcelona features elegant, functional design. All rooms come with a flat-screen TV and a minibar.
The hotel has a small wellness area with a sauna, experience shower and fitness machines. It also includes massage cabins and a sun terrace.
Guests receive a free welcome drink between 12:00 and 18:00. You can enjoy a drink in the hotel’s bar, or try bars and restaurants in the popular Gràcia district, a 5-minute walk away. In the morning, a breakfast buffet is served in the hotel.
Hotel Balmoral Barcelona has a TV lounge where you can enjoy sports events on the big screen. There are also 2 computers with internet access.
Gaudí's famous La Pedrera is just a 5-minute walk from the hotel, and the iconic Sagrada Família is 2 km away. Nearby bus and metro connections offer direct access to Plaça Catalunya, the historic city centre and to FC Barcelona's Camp Nou Stadium. Private parking is available in the hotel at an extra cost."|https://www.booking.com/hotel/es/balmoral.en-gb.html
432|Room Mate Carla|Mallorca, 288, Eixample, 08037 Barcelona, Spain|"You're eligible for a Genius discount at Room Mate Carla! To save at this property, all you have to do is sign in.
Room Mate Carla is set 200 m from Passeig de Gràcia Boulevard, and 5-minutes’ walk from Gaudí’s La Pedrera in Barcelona’s Eixample District. It features free WiFi and colourful, stylish rooms.
Decorated with lively prints, the air-conditioned rooms include a flat-screen TV, minibar, safe and a private bathroom.
Room Mate Carla features a modern bar offering a range of cocktails. You will also find a terrace and meeting rooms on site.
The hotel is a 15-minute walk from the Sagrada Familia Cathedral. Verdaguer and Diagonal Metro Stations are 500 m away and offer easy access to Las Ramblas and Sants Train Station."|https://www.booking.com/hotel/es/987-barcelona.en-gb.html
433|Hotel Denit Barcelona|Estruc, 24-26, Ciutat Vella, 08002 Barcelona, Spain|"You're eligible for a Genius discount at Hotel Denit Barcelona! To save at this property, all you have to do is sign in.
Centrally located in the enchanting Gothic Quarter, close to Plaza Catalunya Square and the Ramblas, this fresh and modern hotel boasts designed rooms and a 24-hour coffee and drinks service in the smart lobby.
The Denit offers you the chance to enjoy fun and contemporary design. You will enjoy the soothing, calm ambience of the bedrooms created by the fresh mix of pale wood and white furnishings.
Sleep soundly in the Denit’s soundproofed rooms. They include free Wi-Fi, a plasma-screen TV and an iPod dock.
Start your day with a fantastic continental breakfast where the modern décor continues along with a tasty selection of cold dishes to prepare you for the busy day ahead.
Explore the vibrant city on foot, with most attractions just a short stroll form the Denit’s entrance. Soak up the Medieval atmosphere of the hotel’s immediate surroundings."|https://www.booking.com/hotel/es/denit-barcelona.en-gb.html
434|Ibis Barcelona Meridiana|Passeig Andreu Nin, 9, Nou Barris, 08016 Barcelona, Spain|"Located next to Fabra i Puig Station, Ibis Barcelona Meridiana is a 10-minute Metro journey from Plaza Catalunya. It offers a 24-hour bar and air-conditioned rooms with flat-screen satellite TV.
Barcelona Meridiana’s bar serves a wide range of snacks and drinks. A daily breakfast buffet is available every day from 06:00 until 12:00.
Hotel Ibis Barcelona Meridiana is set next to the Heron City Shopping Centre, where you can find restaurants, cinemas and a gym. Indoor public parking is available at an extra cost."|https://www.booking.com/hotel/es/ibis-barcelona-meridiana.en-gb.html
435|Sonder Vasanta|Casp, 31 , Eixample, 08010 Barcelona, Spain|"You're eligible for a Genius discount at Sonder Vasanta! To save at this property, all you have to do is sign in.
Sonder l Vasanta is set in a 20th century neo-classical building, 200 m from Urquinaona Metro Station. It offers chic, soundproofed rooms with free Wi-Fi and in some cases, a balcony or terrace.
Air-conditioned rooms feature modern design and include a flat-screen TV  and a private bathroom.
The Vasanta is a 4 minute walk from Passeig de Gracia and 400 m away from Plaza Catalunya.
You can walk to Barcelona Cathedral, Las Ramblas and the Gothic and Born districts within 8 minutes. Hotel Vasanta is 20 minutes’ walk from Gaudí’s Sagrada Familia."|https://www.booking.com/hotel/es/vasanta.en-gb.html
436|Be Mate Paseo de Gracia|Passeig de Gràcia, 115, Gràcia, 08008 Barcelona, Spain|"You're eligible for a Genius discount at Be Mate Paseo de Gracia! To save at this property, all you have to do is sign in.
Boasting a garden, terrace and free WiFi, Be Mate Paseo de Gracia is set in Barcelona, 600 m from La Pedrera and less than 1 km from Casa Batllo. Around a 15-minute walk from Passeig de Gracia, the property is also close to Tivoli Theatre. The accommodation features airport transfers, while a bicycle rental service is also available.
At the hotel, the rooms include a wardrobe, a flat-screen TV and a private bathroom. Rooms include a kettle, while selected rooms come with a balcony and others also boast garden views.
Plaça Catalunya is 2.1 km from Be Mate Paseo de Gracia. Barcelona El Prat Airport is 16 km away."|https://www.booking.com/hotel/es/be-mate-bcn-pg-115.en-gb.html
437|Tres Torres Atiram Hotels|Calatrava, 32, Sarrià-St. Gervasi, 08017 Barcelona, Spain|"Hotel Tres Torres is located in Barcelona’s Sarrià district, just 350 m from Tres Torres Metro Station, connecting you to Plaza Catalunya and Las Ramblas in 15 minutes. It offers attractive rooms with free Wi-Fi.
The modern rooms are air-conditioned and feature wooden floors. All have satellite TV, a safe and minibar. The private bathroom comes with a hairdryer and amenities.
A buffet breakfast is served in the Tres Torres' restaurant. There is a bar and room service is available.
The Tres Torres has a 24-hour front desk, and you can hire a car from the tour desk. On-site parking is offered for an extra charge.
The hotel is located close Barcelona's L'Illa Shopping Centre."|https://www.booking.com/hotel/es/atiramtrestorres.en-gb.html
438|Aspasios Poble Nou Apartments|171 Carrer de Pallars, Sant Martí, 08005 Barcelona, Spain|"This property is 17 minutes walk from the beach. Located 1.1 km from Bogatell, Aspasios Poble Nou Apartments offers an outdoor swimming pool, a terrace and accommodation with a balcony and free WiFi.
All units here are air-conditioned and feature a flat-screen TV, a living room with a sofa, a well-equipped kitchen with a dining area, and a private bathroom with bath or shower, a hairdryer and free toiletries. A microwave, a fridge and oven are also featured, as well as a kettle and a coffee machine.
Nova Icaria is 1.1 km from the aparthotel, while Mar Bella is 1.2 km away. The nearest airport is Barcelona El Prat Airport, 20 km from Aspasios Poble Nou Apartments."|https://www.booking.com/hotel/es/aspasios-poble-nou-apartments.en-gb.html
439|Bailén Green House|Bailén, 188, Principal 1, Gràcia, 08037 Barcelona, Spain|"You're eligible for a Genius discount at Bailén Green House! To save at this property, all you have to do is sign in.
Located in the charming neighbourhood of Gracia, in Barcelona, Bailén Green House provides tranquil and attractive accommodation, just 5 minutes walk from the Sagrada Familia and other Gaudí monuments.
The smart, modernist façade of the Bailén Green House building contrasts with the modern interior design. The rooms here are spacious and perfect for a weekend getaway, or a business trip; the city centre is a 10 minutes away by metro or bus. All rooms feature  have a private bathroom with a shower, hypoallergenic soap and a hairdryer. Rooms include as well safe box, fridge and smart TV.
Boasting a cleaning service every 3 days, this accommodation is ideal for those who want to explore the nightlife on offer in Barcelona.
Equipped with Wi-Fi internet access, keep up to date with your emails while on holiday at Bailén Green House."|https://www.booking.com/hotel/es/casa-dover.en-gb.html
440|Chic & Basic Tallers Hostal|Tallers, 82, Ciutat Vella, 08001 Barcelona, Spain|"You're eligible for a Genius discount at Chic & Basic Tallers Hostal! To save at this property, all you have to do is sign in.
Set in the lively neighbourhood of the Raval, this trendy guesthouse is the perfect place to stay to explore the city centre and make the most of the nightlife in this area.
Chic & Basic Tallers Hostal boast a sleek and modern design throughout the property, and has plenty of natural light. Relax in the rooms here and plug in your iPod or mp3 player to listen to your own music. The guesthouse has a Chill&Basic area, where you can enjoy complimentary coffee, or prepare a sandwich, while listening to the guesthouse's relaxing selection of music.
From this guesthouse you can easily walk to the majority of the principal monuments in the city, including the stunning Guadí buildings of Casa Batllò and La Pedrera, on Passeig de Gracia."|https://www.booking.com/hotel/es/chic-basic-tallers.en-gb.html
441|Hostal Paris|Cardenal Casañas, 4, Ciutat Vella, 08002 Barcelona, Spain|"This property is 19 minutes walk from the beach. Hostal Paris is situated in the centre of Barcelona in front of the Liceu Metro Station on Las Ramblas. It offers value-for-money accommodation with seasonal air conditioning, a TV and free Wi-Fi.
The Paris guesthouse has a 24-hour reception allowing guests flexibility during their stay. The tour desk can offer useful information on Barcelona and its many points of interest, such as Sagrada Familia.
Paris Hostal has vending machines for drinks and snacks. There are also many restaurants and bars within 5 minutes’ walk of the property. The famous Boqueria Market is 100 m away."|https://www.booking.com/hotel/es/hostal-paris-barna.en-gb.html
442|Radisson Blu 1882 Hotel, Barcelona Sagrada Familia|482 Carrer de Còrsega, Gràcia, 08025 Barcelona, Spain|"You're eligible for a Genius discount at Radisson Blu 1882 Hotel, Barcelona Sagrada Familia! To save at this property, all you have to do is sign in.
This property is 18 minutes walk from the beach. Set in Barcelona, 400 m from Sagrada Familia, Radisson Blu 1882 Hotel, Barcelona Sagrada Familia has an outdoor pool and a fitness centre. The 4-star hotel has air-conditioned rooms with a private bathroom and free WiFi.
At the hotel, each room comes with a desk. The rooms are fitted with a flat-screen TV, and certain rooms include a city view. All rooms feature a wardrobe.
A continental breakfast is served every morning at the property.
Radisson Blu 1882 Hotel, Barcelona Sagrada Familia offers a terrace with views of Sagrada Familia.
Staff are ready to help around the clock. Guest can use the free bicycle service.
La Pedrera is a 14-minute walk from the accommodation. The nearest airport is Barcelona El Prat Airport, 14 km from Radisson Blu 1882 Hotel, Barcelona Sagrada Familia."|https://www.booking.com/hotel/es/barcelona-1882-barcelona1.en-gb.html
443|Som Nit Triomf|Trafalgar, 39, 4º, Eixample, 08010 Barcelona, Spain|"You're eligible for a Genius discount at Som Nit Triomf! To save at this property, all you have to do is sign in.
Centrally located, Som Nit Triomf features rooms with free WiFi and private bathroom. It is 800 m from Ramblas and Plaza Catalunya as well as from Barcelona North Bus Station.
Rooms are fitted with traditional Catalan Modernist tiles and they all have a wardrobe. Some rooms have a balcony with city views. A kettle and ironing facilities are available on prior request at reception.
There is a plenty of restaurants, shops and trendy bars in the surrounding area and a 24-hour supermarket can be found 200 m away.
Som Nit Triomf is located between the Eixample and Borne District, 450 m from Arc de Triomf and Urquinaona Metro Stations.  You can walk to fashionable Passeig de Gracia in 10 minutes and the tree-lined Passeig de Companys connected to Ciutadella Park is just 150 m away."|https://www.booking.com/hotel/es/hostal-dos-reinos.en-gb.html
444|HOTEL FORNOS - Barcelona|La Rambla, 44 - Colon, 2, Ciutat Vella, 08002 Barcelona, Spain|"You're eligible for a Genius discount at HOTEL FORNOS - Barcelona! To save at this property, all you have to do is sign in.
This property is 17 minutes walk from the beach. Free Wi-Fi and functional, air-conditioned rooms with flat-screen satellite TV are offered at HOTEL FORNOS - Barcelona. It is situated on Barcelona’s famous Las Ramblas, next to Plaça Reial Square.
The Fornos Hotel is located on the edge of the Gothic District, 500 m from Barcelona Cathedral. Liceu Metro Station and the colourful Boquería Food Market are a 3-minute walk away.
The hotel’s bright rooms have simple, modern décor and tiled floors. Each room has a private bathroom and a safe. Many rooms also have a small balcony with views of the Ramblas or Plaza Real.
A light continental breakfast is offered at the hotel. Drinks and snacks are also available from the vending machines. The 24-hour reception offers information about Barcelona. Public parking is available nearby for an extra charge."|https://www.booking.com/hotel/es/fornos.en-gb.html
445|Boutique Hotel H10 Montcada|Via Laietana, 24, Ciutat Vella, 08003 Barcelona, Spain|"This property is 17 minutes walk from the beach. Boutique Hotel H10 Montcada has fantastic views of Barcelona’s Gothic Quarter and the sea from its roof terrace and hot tub. It offers modern rooms with free Wi-Fi.
The air-conditioned rooms at Boutique Hotel H10 Montcada feature parquet floors and natural light. Each one comes with a minibar, a free safe, and a flat-screen TV with international satellite channels.
The hotel’s stylish restaurant serves a daily buffet breakfast. There are also 2 bars, including the Sunset Bar located on the roof terrace. Room service is also available.
The attentive staff at the 24-hour reception can help booking tickets for guided tours, live shows and other events. Bicycle and car rental services can also be arranged.
Barcelona's main tourist attractions such as the Cathedral, the Ramblas and the Picasso Museum are within walking distance of the hotel.
Boutique Hotel H10 Montcada is just 3 minutes’ walk from the Palau de la Música Catalana, a spectacular Modernist auditorium and UNESCO World Heritage Site. Airport buses leave from Plaza Catalunya, 5 minutes’ walk away."|https://www.booking.com/hotel/es/h10montcada.en-gb.html
446|Hotel Gran Derby Suites|Loreto, 28, Les Corts, 08029 Barcelona, Spain|"You're eligible for a Genius discount at Hotel Gran Derby Suites! To save at this property, all you have to do is sign in.
This lovely red-brick building is perfectly situated in a quiet area of Barcelona, and boasts an outdoor swimming pool and a fantastic collection of lithographs by Picasso, Dalí, Tàpies and others.
Each air-conditioned room at Hotel Gran Derby Suites features flat-screen satellite TV, a minibar and a private bathroom with a bathrobe, slippers and a hairdryer.
These two separate spaces allow guests to comfortably host visitors, hold meetings or work in their sophisticated rooms.
Sit back and relax around the outdoor swimming pool, where you will enjoy views of the pretty gardens.
The tour desk/ticket service and free wired internet make it easy to plan your days in Barcelona.
Take a short metro journey into the city centre, or enjoy the tourist bus, which stops right next to the Gran Derby.
You can also stroll along to the fashionable Avinguda Diagonal. Here you will find the huge L'Illa shopping centre, and a succession of stylish boutiques."|https://www.booking.com/hotel/es/granderby.en-gb.html
447|Hotel Travessera|Travessera de Dalt, 121-123, Gràcia, 08024 Barcelona, Spain|"You're eligible for a Genius discount at Hotel Travessera! To save at this property, all you have to do is sign in.
Hotel Travessera is situated just 600 m from Gaudí’s Parc Güell, in a quiet area of Barcelona. Each air-conditioned room and apartment includes free Wi-Fi.
The Travessera is located on the edge of Gràcia, a popular neighbourhood full of shops, bars and restaurants. Alfons X Metro Station is only 500 m away. Regular buses to the city centre also stop outside the hotel.
Each bright, functional room includes a TV and a private bathroom with a hairdryer and toiletries. Apartments with a small kitchenette and lounge area are also available.
A daily breakfast buffet is served in the hotel's dining room. There is a 24-hour reception, and a tour desk with information about the city."|https://www.booking.com/hotel/es/travessera.en-gb.html
448|Casa Maca Guest House|Bruc, 146, Eixample, 08037 Barcelona, Spain|"This property is 12 minutes walk from the beach. Offering free Wi-Fi, Casa Maca Guest House is located in Barcelona’s Eixample District. The air-conditioned bed & breakfast is set next to Diagonal Avenue and 500 m from Passeig de Gracia.
The bright rooms come with heating and a fan. The private bathroom includes a bath or shower and hairdryer. Towels and bed linen are provided.
Gaudí’s La Pedrera is 5 minutes’ walk from the bed & breakfast, while the Sagrada Familia can be reached in 10 minutes on foot. Verdaguer Metro Station, 300 m away, offers connection to the historic centre and La Barceloneta Beach."|https://www.booking.com/hotel/es/casa-maca-guest-house.en-gb.html
449|Fira Apartments by gaiarooms|Méxic, 24 , Sants-Montjuïc, 08004 Barcelona, Spain|"You're eligible for a Genius discount at Fira Apartments by gaiarooms! To save at this property, all you have to do is sign in.
Located next to the Fira de Barcelona Exhibition Centre, these bright modern apartments offer free WiFi and a flat-screen TV. Plaza Espanya Square is just 50 m away.
Each stylish Ding Dong Fira Apartment is decorated in light colours, with smart wooden floors. Apartments have a lounge with a sofa bed, and air conditioning and heating is available in the lounge only.
There is a well-equipped open-plan kitchenette with a washing machine, microwave, toaster, Nespresso coffee machine and utensils. Towels and bed linen are provided and there is a hairdryer.
A range of bars, restaurants and shops can be found within a 5-minute walk of the Fira Apartments by gaiarooms. The famous Magic Fountain and Las Arenas Shopping Centre are both within 100 m.
Espanya Metro Station, 250 m away, offers direct metro services within 10 minutes to Plaza Catalunya and Las Ramblas. Sants International Train Station is within a 500 m walk of the apartments or can be reached by direct metro line. Buses to and from the airport, as well as city tour buses, stop 3 minutes' walk from the apartments."|https://www.booking.com/hotel/es/fira-centric.en-gb.html
